,0,urlPath
524,Magnolia x foggii 'Jack Fogg' :: Jack Fogg Michelia,0
525,Araucaria bidwillii :: Bunya Bunya,171
526,Acacia iteaphylla :: Willow wattle,1577
527,Fagus sylvatica 'Red Obelisk' :: Red Obelisk Beech,0
528,Torreya californica :: California nutmeg,1420
529,Leptospermum quinquenervia :: Tea Tree,933
530,Tecoma stans :: Trumpet bush,1393
531,Juniperus silicicola :: Southern red cedar,0
532,Lagerstroemia x 'Tuscarora' :: Tuscarora Crape Myrtle,789
533,Aesculus x carnea 'O'Neill' :: O'Neill Red Horse Chestnut,0
534,Pinus contorta :: Shore Pine,1039
535,Acer paxii :: Evergreen Maple,77
536,Moringa oleifera :: Drumstick tree,1674
537,Pyrus pyrifolia 'Sainseiki' :: Asian Pear 'Sainseiki',1223
538,Gleditsia triacanthos 'Aurea' :: Honey Locust 'Aurea',663
539,Macadamia tetraphylla :: Macadamia,837
540,Xylosma congestum :: Brush holly,0
541,Metrosideros robusta :: Northern Rata Tree,0
542,Quercus keloggii :: California Black Oak,1244
543,Carya illinoensis :: Pecan,256
544,Magnolia sargentiana 'Robusta' :: Robusta Magnolia,0
545,Pseudopanax lessonii :: Five finger,1197
546,Magnolia grandiflora 'Timeless Beauty' :: Timeless Beauty Southern Magnolia,845
547,Acer saccharum :: Sugar Maple,116
548,Angohpora spp. :: Angophora species,0
549,Stenocarpus sinuatus :: Firewheel tree,1350
550,Rhopalostylis sapida :: Nikau palm,0
551,Phoenix rupicola :: Cliff date palm,1943
552,Arbutus menziesii :: Pacific Madrone,175
553,Fraxinus uhdei 'Tomlinson' :: Tomlinson Ash,0
554,Prunus campanulata :: Taiwan Flowering Cherry,1154
555,Castanea dentata :: American Chestnut,271
556,Populus deltoides :: Eastern cottonwood,1131
557,Pinus torreyana :: Torrey Pine,1082
558,Dypsis decaryi :: Triangle palm,1509
559,Persea americana 'Stewart' :: Stewart Avocado,0
560,Cercidiphyllum japonicum :: Katsura tree,307
561,Catalpa speciosa :: Northern Catalpa,279
562,Pyrus pyrifolia '20th Century' :: Asian Pear '20th Century',1223
563,Acer palmatum 'Sango Kaku' :: Coral Bark Maple,75
564,Prunus sargentii 'Columnaris' :: Sargent Cherry Tree 'Columnaris',1176
565,Paulownia tomentosa :: Empress Tree,988
566,Prunus persica nectarina :: Flowering Nectarine Tree,1173
